Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD4031,12,Female,Postgraduate,Science,Yes,2,2,Yes,History,Intermediate,4,Yes,2,Medium,Yes,Negative,No,South America,Yes
STUD4060,12,Male,Postgraduate,Science,Yes,5,1,Yes,Art,Advanced,5,Yes,5,Low,Yes,Positive,Yes,South America,Yes
STUD4071,12,Female,Postgraduate,Business,No,9,5,No,Computer Science,Intermediate,4,Yes,4,Low,Yes,Neutral,No,South America,No
STUD4072,12,Female,Postgraduate,Law,No,9,5,No,Math,Advanced,2,No,2,Low,No,Negative,No,North America,No
STUD4094,12,Male,Undergraduate,Arts,Yes,3,4,No,Economics,Beginner,3,No,2,High,Yes,Neutral,No,Europe,No
STUD4101,12,Female,Postgraduate,Law,Yes,7,4,Yes,Biology,Intermediate,3,Yes,1,Medium,No,Negative,No,North America,Yes
STUD4110,12,Male,Undergraduate,Business,Yes,3,5,No,Art,Beginner,3,Yes,2,High,Yes,Positive,Yes,Africa,No
STUD4120,12,Male,Undergraduate,Education,Yes,8,5,No,Art,Advanced,4,Yes,1,Medium,No,Positive,Yes,Europe,No
STUD4164,12,Male,Undergraduate,Business,No,0,5,Yes,Physics,Beginner,3,Yes,1,Low,Yes,Positive,No,Africa,No
STUD4174,12,Male,Postgraduate,Education,No,0,3,No,Physics,Intermediate,5,Yes,1,Medium,Yes,Positive,Yes,Asia,Yes
STUD4206,12,Female,Postgraduate,Education,No,0,3,Yes,Math,Intermediate,5,Yes,2,Low,No,Positive,Yes,Africa,No
STUD4224,12,Prefer not to say,Postgraduate,Medicine,No,4,1,Yes,Biology,Intermediate,2,No,4,Low,Yes,Positive,No,Asia,Yes
STUD4236,12,Prefer not to say,Postgraduate,Business,Yes,2,1,No,Physics,Intermediate,5,Yes,2,Low,Yes,Neutral,Yes,South America,No
STUD4293,12,Male,Undergraduate,Arts,No,8,5,Yes,Economics,Beginner,4,No,5,Low,No,Positive,No,North America,No
STUD4303,12,Female,High School,Education,Yes,7,1,No,Economics,Advanced,2,No,3,High,Yes,Neutral,Yes,Africa,Yes
STUD4352,12,Prefer not to say,Postgraduate,Education,No,4,3,No,Math,Intermediate,3,Yes,3,High,Yes,Positive,Yes,Oceania,No
STUD4375,12,Prefer not to say,Postgraduate,Science,Yes,7,1,No,History,Intermediate,5,Yes,2,Low,Yes,Positive,No,Europe,Yes
STUD4378,12,Prefer not to say,Postgraduate,Education,No,5,5,No,Physics,Beginner,1,No,1,Low,Yes,Negative,No,Asia,No
STUD4403,12,Non-binary,Undergraduate,Law,No,9,5,Yes,History,Advanced,4,Yes,5,Low,Yes,Neutral,No,South America,Yes
STUD4443,12,Non-binary,Postgraduate,Engineering,No,2,3,No,Physics,Advanced,3,No,4,High,No,Neutral,No,South America,No
STUD4457,12,Female,Undergraduate,Arts,No,2,2,No,Economics,Intermediate,1,No,3,Low,Yes,Positive,Yes,Asia,No
STUD4461,12,Non-binary,High School,Engineering,No,0,5,Yes,History,Advanced,2,Yes,5,Medium,No,Positive,Yes,Europe,Yes
STUD4471,12,Female,Postgraduate,Law,Yes,10,5,Yes,Computer Science,Intermediate,2,No,5,High,Yes,Positive,No,Africa,No
STUD4472,12,Female,High School,Arts,No,9,1,Yes,Economics,Beginner,2,Yes,3,Medium,Yes,Positive,Yes,South America,No
STUD4479,12,Non-binary,Postgraduate,Medicine,No,2,1,Yes,Math,Advanced,3,No,4,Medium,No,Positive,Yes,South America,Yes
STUD4498,12,Non-binary,Undergraduate,Science,Yes,1,4,No,Biology,Advanced,4,No,3,Low,No,Neutral,Yes,Oceania,No
STUD4533,12,Non-binary,High School,Science,Yes,6,1,No,Computer Science,Advanced,5,Yes,4,Medium,No,Neutral,Yes,Europe,No
STUD4541,12,Prefer not to say,Undergraduate,Medicine,No,1,4,No,Biology,Beginner,4,Yes,5,High,Yes,Positive,Yes,Oceania,No
STUD4573,12,Female,Undergraduate,Law,Yes,4,4,Yes,Economics,Advanced,4,No,4,Medium,Yes,Positive,No,Oceania,No
STUD4580,12,Female,High School,Law,No,6,2,No,Physics,Beginner,3,Yes,4,Low,Yes,Negative,Yes,Asia,Yes
STUD4581,12,Non-binary,High School,Engineering,Yes,4,1,Yes,History,Beginner,3,No,5,Medium,No,Negative,No,North America,No
STUD4659,12,Male,Undergraduate,Medicine,No,0,3,No,History,Advanced,5,Yes,1,Medium,Yes,Positive,No,Asia,No
STUD4687,12,Male,High School,Law,No,5,2,No,Physics,Beginner,5,Yes,3,High,Yes,Negative,Yes,Oceania,No
STUD4709,12,Non-binary,Undergraduate,Business,Yes,7,5,No,Biology,Intermediate,3,Yes,5,Medium,Yes,Neutral,Yes,South America,No
STUD4714,12,Non-binary,High School,Engineering,Yes,10,1,Yes,Biology,Intermediate,3,No,4,Low,No,Neutral,Yes,North America,No
STUD4718,12,Male,High School,Education,No,9,1,No,Economics,Advanced,2,Yes,1,Medium,No,Neutral,Yes,Europe,No
STUD4740,12,Female,High School,Education,No,6,5,No,Physics,Advanced,1,No,5,Medium,No,Positive,No,Oceania,No
STUD4783,12,Female,High School,Arts,Yes,4,3,Yes,Economics,Intermediate,3,No,5,High,Yes,Neutral,Yes,Europe,Yes
STUD4790,12,Prefer not to say,Postgraduate,Law,No,5,3,No,Art,Intermediate,3,Yes,3,High,Yes,Neutral,No,Europe,Yes
STUD4813,12,Male,Undergraduate,Business,Yes,8,2,No,History,Beginner,2,No,4,Low,Yes,Neutral,Yes,Asia,Yes
STUD4836,12,Male,Postgraduate,Education,Yes,4,4,No,History,Advanced,3,No,5,Medium,No,Neutral,No,Africa,Yes
STUD4851,12,Non-binary,High School,Medicine,Yes,1,1,Yes,Physics,Intermediate,2,Yes,4,Low,No,Neutral,No,Europe,No
STUD4870,12,Prefer not to say,High School,Education,Yes,7,1,No,Computer Science,Advanced,2,Yes,3,Low,No,Negative,Yes,Europe,Yes
STUD4872,12,Female,High School,Medicine,No,6,3,Yes,History,Intermediate,3,No,1,Low,Yes,Positive,Yes,Oceania,Yes
STUD4896,12,Prefer not to say,Undergraduate,Engineering,Yes,0,3,Yes,Biology,Intermediate,3,Yes,4,Medium,Yes,Neutral,No,North America,Yes
STUD4905,12,Male,High School,Education,No,5,5,No,Computer Science,Beginner,4,No,1,Medium,No,Positive,No,Oceania,No
STUD4911,12,Prefer not to say,High School,Medicine,Yes,2,3,No,Physics,Intermediate,2,Yes,2,Low,No,Positive,No,Africa,Yes
STUD4930,12,Male,Undergraduate,Science,No,5,5,No,Biology,Beginner,4,No,3,Medium,Yes,Neutral,Yes,Europe,No
STUD4941,12,Prefer not to say,Postgraduate,Arts,Yes,3,5,Yes,Art,Advanced,4,Yes,2,Medium,No,Positive,Yes,Oceania,No
STUD4942,12,Female,High School,Law,No,3,2,Yes,History,Advanced,2,Yes,1,High,No,Neutral,No,Asia,Yes
STUD0001,13,Non-binary,Postgraduate,Science,No,6,1,Yes,Computer Science,Intermediate,3,Yes,5,High,No,Neutral,No,South America,No
STUD0095,13,Prefer not to say,High School,Science,Yes,3,5,Yes,Biology,Intermediate,4,Yes,1,Medium,Yes,Negative,No,Europe,Yes
STUD0108,13,Prefer not to say,Postgraduate,Engineering,No,1,2,Yes,Economics,Intermediate,3,No,3,High,No,Neutral,Yes,North America,Yes
STUD0121,13,Non-binary,Postgraduate,Education,No,5,5,No,Economics,Intermediate,5,Yes,3,Medium,Yes,Neutral,Yes,Africa,No
STUD0147,13,Female,High School,Arts,Yes,7,3,Yes,Physics,Beginner,2,Yes,3,High,No,Neutral,No,Africa,No
STUD0160,13,Prefer not to say,Postgraduate,Science,No,3,3,No,History,Advanced,1,No,3,High,Yes,Positive,No,Europe,No
STUD0197,13,Prefer not to say,High School,Arts,No,1,2,No,Economics,Advanced,2,Yes,2,High,No,Neutral,Yes,North America,No
STUD0263,13,Male,Postgraduate,Business,No,2,3,No,History,Advanced,4,No,2,Medium,Yes,Neutral,No,Europe,No
STUD0280,13,Male,Postgraduate,Medicine,No,3,1,No,Biology,Intermediate,5,No,3,Low,Yes,Neutral,No,Oceania,Yes
STUD0286,13,Prefer not to say,Undergraduate,Engineering,Yes,4,1,Yes,Math,Advanced,2,Yes,5,Low,No,Positive,No,Africa,Yes
STUD0323,13,Non-binary,High School,Science,No,2,5,Yes,Economics,Intermediate,4,No,1,High,No,Positive,Yes,Europe,No
STUD0341,13,Non-binary,High School,Medicine,No,1,3,Yes,Math,Beginner,1,No,4,High,Yes,Negative,No,South America,Yes
STUD0345,13,Non-binary,Undergraduate,Business,Yes,1,1,Yes,Art,Advanced,5,No,2,Medium,No,Negative,No,Oceania,No
STUD0357,13,Prefer not to say,High School,Engineering,Yes,8,4,Yes,Biology,Beginner,2,No,2,High,No,Negative,No,Asia,No
STUD0394,13,Female,Undergraduate,Engineering,No,10,5,Yes,History,Beginner,1,Yes,4,Medium,No,Negative,Yes,South America,No
STUD0409,13,Male,Undergraduate,Science,No,4,1,No,Economics,Advanced,5,No,2,Low,No,Positive,Yes,Africa,No
STUD0423,13,Non-binary,Postgraduate,Science,Yes,8,3,No,History,Intermediate,2,No,4,Low,Yes,Negative,Yes,Oceania,Yes
STUD0424,13,Non-binary,High School,Science,Yes,4,3,No,Economics,Beginner,2,No,1,High,Yes,Positive,Yes,Oceania,No
STUD0465,13,Male,Undergraduate,Law,Yes,1,1,Yes,History,Beginner,5,Yes,5,Medium,No,Negative,Yes,North America,Yes
STUD0470,13,Prefer not to say,Postgraduate,Law,No,0,3,No,Economics,Advanced,1,Yes,1,Low,Yes,Positive,No,Asia,No
STUD0489,13,Female,Undergraduate,Business,Yes,0,3,Yes,Art,Beginner,3,Yes,2,Low,No,Neutral,No,Oceania,Yes
STUD0506,13,Non-binary,High School,Medicine,Yes,5,1,Yes,Math,Intermediate,1,Yes,3,Low,Yes,Negative,No,North America,No
STUD0533,13,Male,Postgraduate,Science,No,1,5,No,Art,Beginner,4,Yes,3,Medium,Yes,Positive,No,Oceania,Yes
STUD0542,13,Male,Postgraduate,Law,No,3,5,No,Physics,Beginner,3,No,4,Medium,Yes,Negative,No,Europe,Yes
STUD0543,13,Female,Postgraduate,Science,No,0,5,Yes,Math,Beginner,3,No,3,High,No,Positive,Yes,Oceania,Yes
STUD0551,13,Prefer not to say,High School,Medicine,No,10,3,Yes,History,Advanced,1,Yes,4,High,No,Neutral,Yes,North America,No
STUD0603,13,Non-binary,Undergraduate,Arts,Yes,8,2,No,Math,Intermediate,1,Yes,1,High,Yes,Neutral,No,Asia,No
STUD0612,13,Male,High School,Law,No,1,1,Yes,Biology,Advanced,4,Yes,4,High,No,Neutral,No,Oceania,Yes
STUD0622,13,Non-binary,Undergraduate,Arts,Yes,6,3,Yes,Physics,Beginner,5,No,4,High,No,Neutral,No,Africa,Yes
STUD0641,13,Non-binary,Postgraduate,Arts,No,10,4,Yes,Physics,Advanced,1,Yes,4,High,Yes,Neutral,No,Oceania,No
STUD0642,13,Male,Undergraduate,Education,No,5,4,Yes,Art,Intermediate,5,No,5,High,No,Neutral,No,Africa,Yes
STUD0693,13,Prefer not to say,High School,Education,No,7,2,Yes,Computer Science,Intermediate,5,No,3,Low,Yes,Negative,Yes,North America,No
STUD0704,13,Female,Undergraduate,Science,Yes,5,1,Yes,Economics,Advanced,1,Yes,3,Medium,Yes,Neutral,Yes,Asia,No
STUD0717,13,Male,Undergraduate,Engineering,Yes,10,5,No,Computer Science,Intermediate,4,No,4,High,Yes,Negative,Yes,South America,No
STUD0738,13,Prefer not to say,Postgraduate,Arts,No,10,3,Yes,Art,Advanced,5,Yes,5,High,No,Neutral,No,Asia,Yes
STUD0765,13,Male,Undergraduate,Education,Yes,9,5,No,Physics,Beginner,2,Yes,5,Medium,No,Negative,Yes,Oceania,Yes
STUD0808,13,Female,Undergraduate,Law,Yes,4,5,Yes,History,Intermediate,2,No,2,High,No,Negative,No,Europe,No
STUD0827,13,Male,Undergraduate,Science,No,4,4,Yes,Math,Intermediate,5,Yes,1,Low,No,Neutral,No,South America,No
STUD0851,13,Male,Undergraduate,Engineering,No,3,3,Yes,Biology,Advanced,3,No,3,Medium,No,Negative,Yes,South America,No
STUD0875,13,Male,Undergraduate,Business,No,0,3,No,Math,Intermediate,5,No,4,Medium,Yes,Neutral,No,North America,No
STUD0881,13,Prefer not to say,Postgraduate,Engineering,No,6,5,Yes,Art,Intermediate,2,Yes,5,High,Yes,Negative,Yes,Asia,Yes
STUD0888,13,Non-binary,Undergraduate,Science,No,3,4,No,Economics,Beginner,4,No,2,Medium,No,Positive,Yes,South America,Yes
STUD0963,13,Female,Undergraduate,Arts,Yes,2,3,Yes,History,Intermediate,5,No,5,Low,No,Positive,Yes,South America,Yes
STUD0964,13,Female,High School,Engineering,Yes,8,5,Yes,History,Advanced,2,Yes,3,Low,Yes,Negative,Yes,North America,No
STUD0965,13,Non-binary,High School,Science,Yes,3,2,No,Biology,Advanced,3,Yes,2,High,No,Positive,No,Africa,Yes
STUD1001,13,Female,Undergraduate,Education,Yes,0,3,No,Math,Intermediate,4,Yes,5,Low,Yes,Negative,Yes,North America,Yes
STUD1061,13,Female,High School,Arts,No,8,1,Yes,History,Intermediate,1,Yes,2,Low,Yes,Neutral,No,Oceania,No
STUD1075,13,Female,Undergraduate,Law,No,10,1,Yes,Computer Science,Advanced,5,Yes,3,Medium,No,Neutral,Yes,Oceania,No
STUD1108,13,Prefer not to say,Postgraduate,Engineering,Yes,2,1,Yes,Computer Science,Beginner,2,Yes,3,Low,Yes,Positive,Yes,Oceania,Yes
STUD1139,13,Female,Postgraduate,Education,No,8,2,Yes,Physics,Advanced,4,Yes,2,Medium,Yes,Negative,No,Asia,No
STUD1149,13,Female,Postgraduate,Science,Yes,1,2,Yes,Economics,Advanced,4,Yes,3,High,Yes,Positive,No,South America,No
STUD1152,13,Non-binary,Undergraduate,Science,No,2,1,Yes,Art,Beginner,5,Yes,1,High,Yes,Neutral,Yes,North America,No
STUD1158,13,Non-binary,High School,Law,No,3,3,No,Math,Advanced,2,No,1,Medium,No,Positive,No,Oceania,Yes
STUD1163,13,Prefer not to say,Postgraduate,Medicine,Yes,0,3,No,Art,Beginner,5,No,2,Medium,No,Negative,Yes,North America,Yes
STUD1207,13,Non-binary,Postgraduate,Science,No,10,3,No,Art,Advanced,3,Yes,3,Low,No,Neutral,Yes,Africa,No
STUD1219,13,Female,Undergraduate,Law,Yes,5,4,Yes,Economics,Advanced,3,Yes,2,High,Yes,Neutral,Yes,North America,No
STUD1276,13,Female,Postgraduate,Engineering,Yes,9,2,Yes,Physics,Intermediate,2,No,5,Medium,Yes,Negative,Yes,South America,Yes
STUD1280,13,Female,Undergraduate,Education,No,2,2,Yes,Math,Advanced,1,Yes,5,Low,No,Negative,No,Oceania,Yes
STUD1366,13,Non-binary,High School,Engineering,Yes,6,1,Yes,Physics,Advanced,1,Yes,4,Low,No,Negative,Yes,North America,Yes
STUD1379,13,Male,High School,Business,No,6,1,No,Biology,Intermediate,3,No,1,Medium,No,Positive,No,North America,No
STUD1429,13,Non-binary,Undergraduate,Business,No,0,1,No,Art,Advanced,1,Yes,3,High,No,Positive,No,Oceania,No
STUD1453,13,Non-binary,Postgraduate,Medicine,Yes,3,2,No,Physics,Intermediate,2,No,5,Low,Yes,Negative,No,South America,No
STUD1457,13,Prefer not to say,Undergraduate,Business,No,0,5,Yes,Physics,Advanced,2,Yes,5,Medium,No,Negative,Yes,Oceania,No
STUD1478,13,Prefer not to say,Postgraduate,Medicine,No,1,4,No,Math,Advanced,3,Yes,3,High,Yes,Negative,Yes,Europe,No
STUD1496,13,Male,Undergraduate,Engineering,Yes,0,3,Yes,Physics,Beginner,1,Yes,5,High,Yes,Positive,No,Europe,No
STUD1501,13,Non-binary,Postgraduate,Engineering,No,6,5,No,Economics,Advanced,3,No,5,Low,No,Positive,Yes,Europe,No
STUD1532,13,Non-binary,Undergraduate,Education,No,10,3,No,Math,Intermediate,3,No,5,Low,Yes,Positive,No,North America,Yes
STUD1553,13,Prefer not to say,High School,Education,Yes,0,1,Yes,Physics,Advanced,2,No,2,High,Yes,Neutral,Yes,Africa,No
STUD1582,13,Prefer not to say,Undergraduate,Engineering,Yes,3,2,Yes,Physics,Advanced,3,Yes,4,High,Yes,Positive,Yes,Oceania,No
STUD1586,13,Non-binary,Undergraduate,Engineering,No,3,5,No,Physics,Advanced,2,No,4,Low,No,Positive,Yes,Africa,No
STUD1622,13,Non-binary,High School,Arts,Yes,6,2,No,Economics,Beginner,4,Yes,4,Medium,No,Neutral,No,Europe,No
STUD1626,13,Prefer not to say,Postgraduate,Medicine,Yes,8,1,No,Physics,Advanced,3,Yes,3,Medium,Yes,Positive,No,North America,Yes
STUD1676,13,Non-binary,High School,Arts,Yes,4,2,No,Physics,Intermediate,1,Yes,4,Low,Yes,Positive,Yes,Europe,No
STUD1694,13,Male,High School,Medicine,No,4,1,No,Math,Beginner,1,Yes,2,Low,Yes,Positive,Yes,Europe,Yes
STUD1743,13,Male,High School,Arts,Yes,10,1,No,Computer Science,Intermediate,1,No,3,High,Yes,Negative,No,Africa,Yes
STUD1801,13,Non-binary,Undergraduate,Law,Yes,4,1,Yes,Art,Beginner,5,Yes,5,High,Yes,Neutral,No,Oceania,No
STUD1807,13,Prefer not to say,Undergraduate,Engineering,Yes,4,2,Yes,Art,Advanced,2,No,4,High,Yes,Neutral,Yes,Africa,Yes
STUD1820,13,Male,Postgraduate,Education,Yes,4,2,No,Computer Science,Beginner,1,No,1,Medium,No,Negative,Yes,South America,No
STUD1841,13,Non-binary,Postgraduate,Science,No,5,5,Yes,Physics,Beginner,4,No,5,High,No,Positive,Yes,South America,Yes
STUD1853,13,Male,High School,Engineering,Yes,4,3,Yes,Economics,Advanced,5,No,5,Low,Yes,Positive,No,Africa,No
STUD1896,13,Female,Postgraduate,Education,Yes,0,2,Yes,Art,Advanced,2,Yes,1,High,No,Positive,Yes,South America,Yes
STUD1898,13,Non-binary,Undergraduate,Arts,No,5,5,Yes,Biology,Advanced,2,Yes,3,Low,No,Neutral,Yes,North America,Yes
STUD1908,13,Male,Undergraduate,Engineering,No,8,3,No,Art,Intermediate,2,Yes,2,Low,No,Negative,No,South America,Yes
STUD1962,13,Prefer not to say,Postgraduate,Education,Yes,10,3,Yes,Economics,Beginner,5,No,1,High,No,Neutral,Yes,North America,Yes
STUD1979,13,Non-binary,Undergraduate,Education,Yes,5,5,No,History,Advanced,4,Yes,5,Low,No,Negative,Yes,Europe,Yes
STUD2016,13,Female,Undergraduate,Medicine,No,2,3,No,Computer Science,Beginner,3,Yes,1,Low,Yes,Positive,Yes,Europe,No
STUD2023,13,Non-binary,High School,Education,Yes,10,5,Yes,Computer Science,Intermediate,5,Yes,1,Low,No,Positive,No,Oceania,No
STUD2048,13,Prefer not to say,Undergraduate,Engineering,No,2,4,No,Art,Beginner,5,No,5,Medium,No,Neutral,Yes,South America,No
STUD2073,13,Prefer not to say,High School,Medicine,No,1,5,No,Art,Advanced,3,Yes,1,High,Yes,Positive,No,Oceania,No
STUD2160,13,Male,Undergraduate,Arts,No,5,4,No,Physics,Intermediate,5,No,3,Medium,No,Neutral,Yes,Africa,No
STUD2162,13,Non-binary,Undergraduate,Law,No,7,1,No,Math,Beginner,2,No,5,Low,No,Negative,No,South America,No
STUD2166,13,Prefer not to say,High School,Business,No,0,1,Yes,Economics,Advanced,4,Yes,5,Medium,Yes,Negative,No,Europe,Yes
STUD2172,13,Non-binary,High School,Science,Yes,9,3,No,Art,Advanced,2,No,1,Medium,No,Neutral,No,Africa,No
STUD2175,13,Prefer not to say,High School,Law,Yes,0,5,No,Biology,Advanced,4,Yes,1,Low,No,Neutral,Yes,Oceania,No
STUD2181,13,Non-binary,Undergraduate,Business,Yes,7,1,No,Computer Science,Beginner,3,No,5,Low,No,Neutral,No,Europe,Yes
STUD2191,13,Female,High School,Business,Yes,1,5,Yes,Physics,Intermediate,5,Yes,2,Medium,Yes,Neutral,Yes,South America,No
STUD2236,13,Male,High School,Business,No,3,5,No,History,Beginner,4,No,1,High,No,Negative,No,Europe,No
STUD2242,13,Male,Undergraduate,Education,No,6,5,No,Physics,Intermediate,3,No,1,High,Yes,Neutral,Yes,Europe,No
STUD2275,13,Prefer not to say,High School,Arts,No,0,3,No,Computer Science,Beginner,4,Yes,2,High,Yes,Negative,No,Oceania,No
STUD2301,13,Non-binary,Postgraduate,Medicine,Yes,6,1,Yes,History,Beginner,5,No,3,High,Yes,Positive,Yes,Europe,Yes
STUD2313,13,Female,Undergraduate,Law,Yes,6,2,Yes,Economics,Advanced,5,Yes,4,Low,Yes,Neutral,Yes,Africa,No
STUD2316,13,Prefer not to say,Postgraduate,Arts,Yes,8,5,Yes,Computer Science,Intermediate,2,No,1,High,No,Neutral,No,North America,No
STUD2338,13,Prefer not to say,Postgraduate,Engineering,Yes,3,3,No,Computer Science,Beginner,5,Yes,1,High,No,Negative,No,South America,Yes
STUD2358,13,Prefer not to say,Undergraduate,Engineering,Yes,4,2,No,Computer Science,Beginner,1,Yes,3,Low,Yes,Neutral,No,Oceania,Yes
STUD2373,13,Non-binary,Undergraduate,Science,Yes,10,5,No,History,Intermediate,4,Yes,3,Medium,Yes,Positive,Yes,Asia,No
STUD2416,13,Male,Postgraduate,Business,No,10,4,Yes,Physics,Beginner,1,Yes,2,Medium,No,Neutral,Yes,Europe,Yes
STUD2422,13,Non-binary,Undergraduate,Business,Yes,1,4,No,Computer Science,Intermediate,1,No,2,High,Yes,Neutral,Yes,Europe,No
STUD2424,13,Non-binary,Postgraduate,Business,Yes,8,5,Yes,Economics,Intermediate,1,Yes,5,Medium,No,Neutral,No,Oceania,Yes
STUD2427,13,Male,High School,Medicine,Yes,6,1,No,Computer Science,Intermediate,3,No,2,Medium,No,Positive,Yes,Africa,No
STUD2440,13,Female,Postgraduate,Engineering,Yes,7,1,No,Computer Science,Intermediate,1,Yes,4,Medium,Yes,Negative,No,Oceania,Yes
STUD2459,13,Female,High School,Law,No,7,5,No,History,Advanced,5,Yes,2,Low,No,Neutral,No,Oceania,No
STUD2477,13,Prefer not to say,High School,Education,No,4,4,Yes,Economics,Beginner,3,No,1,Medium,No,Negative,Yes,Africa,No
STUD2481,13,Male,High School,Medicine,Yes,10,2,Yes,Computer Science,Intermediate,5,Yes,3,Low,No,Positive,Yes,Europe,Yes
STUD2490,13,Male,High School,Business,Yes,6,2,No,Art,Beginner,4,No,5,Medium,Yes,Neutral,No,Asia,No
STUD2505,13,Female,High School,Arts,No,5,1,Yes,Biology,Intermediate,4,Yes,1,Medium,No,Positive,Yes,Europe,Yes
STUD2524,13,Female,High School,Science,Yes,9,4,Yes,Physics,Intermediate,1,No,2,Medium,No,Positive,Yes,Oceania,Yes
STUD2564,13,Prefer not to say,Undergraduate,Arts,No,3,1,Yes,History,Advanced,3,No,1,Low,No,Negative,No,North America,No
STUD2582,13,Female,Undergraduate,Business,Yes,7,5,No,Economics,Beginner,2,Yes,1,Low,Yes,Positive,No,Africa,Yes
STUD2589,13,Female,High School,Medicine,Yes,3,5,No,Math,Beginner,2,No,3,Low,No,Negative,No,Oceania,Yes
STUD2596,13,Female,High School,Business,No,7,4,Yes,Biology,Beginner,3,Yes,5,Medium,No,Negative,Yes,Asia,No
STUD2606,13,Non-binary,Undergraduate,Education,Yes,8,5,Yes,Biology,Beginner,1,Yes,4,Medium,Yes,Neutral,No,North America,No
STUD2607,13,Male,Postgraduate,Medicine,No,9,5,Yes,Physics,Beginner,4,Yes,3,Medium,No,Positive,No,Oceania,No
STUD2624,13,Male,High School,Medicine,Yes,1,2,Yes,History,Beginner,2,No,2,Low,No,Negative,Yes,North America,No
STUD2672,13,Non-binary,Undergraduate,Medicine,Yes,2,1,No,Economics,Advanced,3,No,4,Low,Yes,Positive,No,Asia,Yes
STUD2682,13,Female,High School,Law,Yes,5,4,Yes,History,Intermediate,5,Yes,5,Medium,Yes,Neutral,Yes,Europe,Yes
STUD2708,13,Prefer not to say,Postgraduate,Arts,No,8,3,No,Physics,Intermediate,4,Yes,5,High,Yes,Negative,No,Europe,No
STUD2711,13,Male,High School,Engineering,Yes,1,4,No,History,Intermediate,2,Yes,3,High,No,Positive,Yes,South America,No
STUD2716,13,Prefer not to say,High School,Engineering,Yes,6,3,Yes,Art,Beginner,3,No,1,High,No,Positive,Yes,South America,Yes
STUD2719,13,Female,Postgraduate,Arts,No,5,3,No,History,Advanced,4,Yes,3,Medium,No,Positive,Yes,South America,No
STUD2763,13,Non-binary,High School,Arts,No,2,2,Yes,Physics,Advanced,1,No,5,Medium,Yes,Positive,No,Europe,Yes
STUD2808,13,Male,High School,Law,No,0,4,Yes,Biology,Intermediate,3,Yes,5,Medium,Yes,Neutral,No,Oceania,Yes
STUD2813,13,Prefer not to say,Undergraduate,Engineering,No,10,3,No,Biology,Advanced,5,No,1,High,No,Negative,Yes,North America,Yes
STUD2820,13,Female,High School,Law,No,7,2,Yes,History,Beginner,2,No,3,Medium,Yes,Negative,Yes,North America,No
STUD2826,13,Non-binary,Undergraduate,Education,No,1,2,Yes,Biology,Intermediate,1,No,2,High,No,Positive,Yes,South America,No
STUD2827,13,Female,Undergraduate,Arts,Yes,8,4,Yes,Math,Beginner,5,No,3,Medium,Yes,Positive,No,Europe,Yes
STUD2850,13,Non-binary,Undergraduate,Law,No,8,3,Yes,Math,Advanced,3,No,5,Low,Yes,Neutral,Yes,South America,No
STUD2852,13,Female,Postgraduate,Science,Yes,8,3,No,Biology,Beginner,5,No,5,Medium,Yes,Negative,No,Asia,Yes
STUD2862,13,Female,High School,Arts,Yes,0,3,No,Economics,Advanced,2,No,4,Medium,Yes,Negative,Yes,Africa,No
